ticket|d_coll|name|dob|sex|ssn|zip
0034364151|10/02/2023|Pierre M Kroboth|10/06/1973|M|040970115|37086
0034364152|10/05/2023|Casey F Levert|10/06/1975|F|546882849|76457
0034364155|10/03/2023|Cassandra S Cariker|10/06/1951|F|387890792|78550
0034364158|10/05/2023|Autumn C Mccalip|10/06/1972|F|343341086|92025
0034364162|10/02/2023|Rocio A Uyeno|10/06/1975|F|505762645|80231
0034364164|10/05/2023|Demarcus W Teehan|10/06/1972|M|575585080|63005
0034364167|09/29/2023|Karli E Ringeisen|10/06/1971|F|076730644|43561
0034364169|09/29/2023|Mariah D Pecore|10/06/1989|F|059722926|64801
0034364170|10/02/2023|Quinton P Smietana|10/06/1960|M|539464744|92868
0034364175|10/04/2023|Lorena O Threlfall|10/06/1977|F|017802267|92870
0034364178|10/04/2023|Tasha T Guseman|10/06/1967|F|229883336|10012
0034364182|10/03/2023|Carolina A Dorko|10/06/1992|F|179762993|84059
0034364185|10/02/2023|Cortez R Saccoccio|10/06/1954|M|462448220|
0034364186|10/03/2023|Gavin T Garity|10/06/1993|M|376402274|
0034364189|09/29/2023|Shelbi P Amory|10/06/1969|F|282494262|
0034364190|10/05/2023|Arturo L Dichter|10/06/1959|M|094484414|91351
0034364192|10/06/2023|Clayton L Mills|10/11/1959|M|437050396|01742
0034364193|10/06/2023|Dianna H Stanley|10/11/1984|F|346810808|
0034364197|10/06/2023|Romeo K Mckinney|10/11/1981|M|103410484|04456
0034364198|10/03/2023|Autumn H Alvarez|10/11/1964|F|422392929|02454
0034364202|10/05/2023|Marcos H Gill|10/11/1953|M|150361123|01905
0034364205|10/04/2023|Alfonso O Boone|10/11/1965|M|489181477|
0034364207|10/10/2023|Kelsi G Mckee|10/11/1969|F|429143471|02179
0034364210|10/04/2023|Dejuan H Lynn|10/11/1969|M|520670084|
0034364214|10/03/2023|Miracle O Goldman|10/11/1971|F|206740067|32766
0034364216|10/05/2023|Gage H Gibbons|10/11/1975|M|511830271|
0034364217|10/10/2023|Darrell T Hooker|10/11/1968|M|266561548|80117
0034364221|10/04/2023|Leonardo D Wetzel|10/11/1955|M|256665729|01753
0034364224|10/10/2023|Randy C Bourgeois|10/11/1989|M|155462788|02067
0034364227|10/04/2023|Emily S Snowden|10/11/1965|F|456683828|94011
0034364230|10/03/2023|Peyton P Lindberg|10/11/1962|M|335842359|33025
0034364232|10/04/2023|Suzanne D Kunz|10/11/1974|F|514325311|
0034364234|10/04/2023|Tyree S Jolley|10/11/1984|M|237491147|85259
0034364235|10/03/2023|Cory M Majors|10/11/1968|M|461328230|06108
0034364238|10/05/2023|Otis A Greiner|10/11/1953|M|379121788|06905
0034364239|10/06/2023|Shannon B Christ|10/11/1987|F|430701687|33497
0034364240|10/10/2023|Liana R Hazen|10/11/1979|F|258520158|06905
0034364242|10/06/2023|Chris M Mandel|10/11/1970|M|127402591|02481
0034364247|10/10/2023|Tristen S Fryer|10/11/1966|M|099650763|22179
0034364249|10/04/2023|Hakeem W Leo|10/11/1992|M|347890111|
0034364254|10/10/2023|Hugh B Weigel|10/11/1985|M|153084053|11218
0034364256|10/05/2023|Zoey M Kuhlman|10/11/1969|F|234712038|07868
0034364260|10/04/2023|Iris P Haddad|10/11/1976|F|338482391|10018
0034364262|10/04/2023|Ciera A Dawes|10/11/1957|F|458120514|18017
0034364265|10/06/2023|Dangelo W Burd|10/11/1965|M|213242854|18017
0034364269|10/10/2023|Peyton M Gosselin|10/11/1981|F|533065282|80117
0034364274|10/06/2023|Derick M Viola|10/11/1969|M|577410210|11767
0034364279|10/06/2023|Sidney M Colombo|10/11/1951|M|059384959|85250
0034364283|10/10/2023|Mateo K Carrico|10/11/1979|M|554855582|06878
0034364286|10/04/2023|Donovan I Lightner|10/11/1993|M|333324945|
0034364291|10/05/2023|Cullen D Maxfield|10/11/1981|M|380103777|71100
0034364293|10/06/2023|Lynn H Hudspeth|10/11/1971|F|213481055|37721
0034364294|10/03/2023|Jayme B Miceli|10/11/1975|F|256079260|11767
0034364299|10/05/2023|Margaret V Gamez|10/11/1992|F|125101617|04046
0034364300|10/03/2023|Whitley E Dull|10/11/1964|F|056522706|11788
0034364302|10/10/2023|Kennedy S Flinn|10/11/1978|F|327783581|53071
0034364306|10/04/2023|Regina T Mincey|10/11/1969|F|588003914|10471
0034364307|10/05/2023|Elyssa G Gast|10/11/1965|F|141990212|
0034364312|10/05/2023|Garrison K Shoemake|10/11/1963|M|662804425|19427
0034364317|10/10/2023|Trent B Millsap|10/11/1969|M|484180015|
0034364320|10/10/2023|Ellen Z Rehm|10/11/1975|F|217423310|11022
0034364323|10/05/2023|Devin F Alessi|10/11/1964|M|500566546|12185
0034364324|10/05/2023|Ryan K Reddy|10/11/1978|M|131830209|11786
0034364329|10/03/2023|Davin R Lail|10/11/1977|M|066250176|
0034364330|10/05/2023|Francis M Hobart|10/11/1966|M|466390777|07747
0034364334|10/03/2023|Roman M Prouty|10/11/1976|M|433923149|07453
0034364336|10/05/2023|Devin P Cerny|10/11/1964|F|473166359|07640
0034364341|10/05/2023|Kelsie A Thorsen|10/11/1960|F|592723971|08004
0034364346|10/06/2023|Keith O Raleigh|10/11/1966|M|104505177|10023
0034364348|10/04/2023|Leah N Trinh|10/11/1958|F|268090435|11562
0034364353|10/10/2023|Chance R Shackleford|10/11/1971|M|540042920|07868
0034364354|10/05/2023|Myra C Chauvin|10/11/1964|F|468762954|34998
0034364355|10/04/2023|Christian M Resch|10/11/1989|M|555133543|11554
0034364360|10/10/2023|Keven H Janik|10/11/1968|M|546804823|11701
0034364363|10/04/2023|Riley A Stuber|10/11/1972|M|335823404|89134
0034364364|10/06/2023|Vincent G Ferree|10/11/1974|M|308883792|11788
0034364368|10/06/2023|Dennis M Gutowski|10/11/1976|M|459324023|
0034364370|10/06/2023|Malachi H Holzman|10/11/1997|M|215764351|60092
0034364374|10/05/2023|Jenifer H Moberly|10/11/1960|F|197301351|18061
0034364377|10/05/2023|Reynaldo G Troiano|10/11/1978|M|402180908|08002
0034364378|10/03/2023|Steve K Mckeehan|10/11/1967|M|038367764|07701
0034364380|10/03/2023|Zachariah S Hannum|10/11/1993|M|427383257|11358
0034364385|10/10/2023|Brielle G Gallman|10/11/1966|F|588363540|08002
0034364390|10/10/2023|Katherine Z League|10/11/1961|F|558131522|94921
0034364391|10/10/2023|Dante U Opperman|10/11/1952|M|413543344|
0034364392|10/06/2023|Ralph H Piasecki|10/11/1970|M|125001677|18041
0034364393|10/06/2023|Alyssa M Henrichs|10/11/1962|F|486649881|11702
0034364395|10/06/2023|Nia H Karlson|10/11/1971|F|158623203|
0034364397|10/05/2023|Ulises P Pollitt|10/11/1961|M|320441635|33014
0034364402|10/05/2023|Jayden S Satchell|10/11/1990|M|438125778|53211
0034364403|10/04/2023|Lexus S Wootton|10/11/1963|F|087402894|33183
0034364408|10/06/2023|Devan E Craine|10/11/1976|M|334641598|12565
0034364412|10/05/2023|Cameron D Carollo|10/11/1969|F|330870021|08359
0034364414|10/05/2023|Cheyenne D Dawe|10/11/1955|F|275581985|08879
0034364418|10/04/2023|Barrett S Carolan|10/11/1955|M|079630392|33010
0034364423|10/10/2023|Jesse P Schreier|10/11/1975|F|311122739|00744
0034364428|10/06/2023|Lucia J Mulhall|10/11/1997|F|484430416|18041
0034364432|10/06/2023|Mitchel O Weekes|10/11/1977|M|444990372|
0034364437|10/10/2023|Shayne W Garfinkel|10/11/1985|M|318990055|08880
0034364439|10/03/2023|Catherine B Deppe|10/11/1976|F|218469369|07066
0034364443|10/05/2023|Meaghan K Urena|10/11/1990|F|298803191|33067
0034364447|10/06/2023|Michelle Y Treiber|10/11/1977|F|006845762|11225
0034364449|10/03/2023|Glen M Redick|10/11/1971|M|333382279|05058
0034364454|10/10/2023|Yaritza P Sciacca|10/11/1978|F|095530382|07749
0034364456|10/06/2023|Guillermo L Camarena|10/11/1960|M|452970487|23837
0034364458|10/06/2023|Seth W Hoel|10/11/1975|M|335030813|18042
0034364460|10/05/2023|Dawson K Hansard|10/11/1989|M|510066038|08204
0034364464|10/10/2023|Daniela G Nickle|10/11/1978|F|155821034|23886
0034364466|10/05/2023|Demi C Trogdon|10/11/1976|F|246702470|63005
0034364470|10/10/2023|Edgardo R Tobler|10/11/1963|M|395421412|19066
0034364475|10/06/2023|Misty D Ochsner|10/11/1956|F|576021200|16510
0034364477|10/03/2023|Edmund J Pomerleau|10/11/1970|M|138222411|92026
0034364482|10/04/2023|Jordyn T Mak|10/11/1991|F|228950541|45226
0034364484|10/05/2023|Kelton B Reichart|10/11/1963|M|334030011|11768
0034364486|10/04/2023|J L Gillan|10/11/1993|M|577708081|19082
0034364490|10/05/2023|Reggie G Demeter|10/11/1969|U|033662888|19080
0034364491|10/05/2023|Caden P Lucius|10/11/1955|M|473101988|33155
0034364494|10/04/2023|Dillion H Mattia|10/11/1964|M|370561593|19335
0034364496|10/05/2023|Derek C Derrickson|10/11/1971|M|331982621|18939
0034364501|10/04/2023|Reynaldo H Ciampa|10/11/1968|M|239617762|34243
0034364502|10/10/2023|Allyson G Cerniglia|10/11/1960|F|224942525|15064
0034364505|10/04/2023|Elissa Z Milliman|10/11/1960|F|591684155|19447
0034364508|10/03/2023|Adonis H Lembke|10/11/1982|M|135590219|15065
0034364513|10/10/2023|Andre D Knee|10/11/1961|M|145384714|23887
0034364517|10/04/2023|Carlo R Frenette|10/11/2003|M|560003779|15656
0034364519|10/03/2023|Travon G Mattoon|10/11/1963|M|232824153|21094
0034364520|10/06/2023|Kerry B Mascari|10/11/1955|F|374821147|33157
0034364523|10/04/2023|Roland L Mckillop|10/11/1963|M|275560552|30319
0034364525|10/05/2023|Tara D Cabello|10/11/1959|F|374970272|21029
0034364528|10/04/2023|Ramon D Teasdale|10/11/1988|M|189861794|20854
0034364533|10/06/2023|Kaela V Allis|10/11/1988|F|439306251|24382
0034364538|10/03/2023|Mariana P Geisinger|10/11/1983|F|263080265|27957
0034364543|10/04/2023|Jaleel M Bassham|10/11/1964|M|579212526|24381
0034364545|10/04/2023|Rey G Easler|10/11/1960|M|574923717|29493
0034364549|10/03/2023|Derick T Pipitone|10/11/1957|M|424625715|23059
0034364551|10/10/2023|Sonny B Billie|10/11/1960|M|511821514|18061
0034364553|10/03/2023|Justyn P Pilot|10/11/1963|M|144804549|33464
0034364557|10/10/2023|Viviana W Grossmann|10/11/1988|F|358722274|23227
0034364558|10/03/2023|Julio P Sunde|10/11/1958|M|547663000|27518
0034364559|10/05/2023|Devontae O Fredenburg|10/11/1992|M|345281161|33135
0034364563|10/05/2023|Damon M Vanderhoff|10/11/1964|M|287962296|30101
0034364568|10/06/2023|Cierra N Karle|10/11/1969|F|390921603|28311
0034364569|10/03/2023|Ty L Glaeser|10/11/1965|M|369881051|28056
0034364573|10/06/2023|Jenifer S Sigrist|10/11/1960|F|415102291|30326
0034364578|10/04/2023|Gladys H Spadafora|10/11/1980|F|424205506|30087
0034364582|10/03/2023|Humberto F Sachse|10/11/1974|M|549662076|29649
0034364583|10/03/2023|Maxwell D Steves|10/11/1971|M|050262329|29036
0034364586|10/04/2023|Kaycee C Lamonte|10/11/1963|F|134770363|29711
0034364589|10/06/2023|Halle B Sater|10/11/1964|F|131962364|33609
0034364594|10/06/2023|Anderson N Gain|10/11/1970|M|477164527|29710
0034364597|10/06/2023|Herman K Siemers|10/11/1969|M|558282157|29625
0034364602|10/04/2023|Damaris O Goulette|10/11/1984|F|497642275|29500
0034364604|10/10/2023|Dean M Faraci|10/11/1976|M|371742149|29608
0034364609|10/03/2023|Antwon M Ekman|10/11/1987|M|406303775|29500
0034364610|10/10/2023|Wilson N Nadal|10/11/1979|M|323809375|30328
0034364613|10/04/2023|Dale G Odriscoll|10/11/1971|M|393124590|
0034364616|10/10/2023|Tiana C Sjostrom|10/11/1980|F|119062363|19126
0034364620|10/10/2023|Vaughn K Giacobbe|10/11/1976|M|133602418|29620
0034364622|10/04/2023|Kia G Ulbrich|10/11/1989|F|282604336|30676
0034364624|10/10/2023|Cory T Patchin|10/11/1971|M|409784584|31906
0034364626|10/03/2023|Alberto D Caverly|10/11/1983|M|579961518|32083
0034364629|10/03/2023|Jeanette B Drolet|10/11/1959|F|117803126|53072
0034364633|10/06/2023|Gabriela I Budnik|10/11/1959|F|465023030|32772
0034364634|10/05/2023|Aubree S Lapan|10/11/1988|F|143390437|33155
0034364637|10/05/2023|Javon V Krizan|10/11/1974|M|146285143|33487
0034364640|10/06/2023|Malia B Shoultz|10/11/1978|F|548702502|30305
0034364644|10/04/2023|Shelbie K Konz|10/11/1978|F|127846932|34240
0034364647|10/10/2023|Brandt S Montroy|10/11/1958|M|343707684|33140
0034364651|10/10/2023|Victoria K Windisch|10/11/1950|F|518690562|33179
0034364654|10/03/2023|Barry I Cicchetti|10/11/1963|M|509425456|30043
0034364655|10/05/2023|Vance K Gillilan|10/11/1994|M|215943735|43551
0034364658|10/06/2023|Charlie P Barcomb|10/11/1958|M|357463963|18977
0034364659|10/03/2023|Cory D Hollingsworth|10/11/1966|M|147041829|48183
0034364662|10/04/2023|Douglas P Pytel|10/11/1993|M|120102144|20036
0034364665|10/04/2023|Muhammad S Girod|10/11/1951|M|448248638|44149
0034364670|10/04/2023|Winston F Lewey|10/11/1954|M|024402220|
0034364673|10/06/2023|Clifford W Lundahl|10/11/1954|M|362925981|44265
0034364676|10/06/2023|Shaun C Koslowski|10/11/1966|M|006583480|15000
0034364678|10/03/2023|Pablo D Becks|10/11/1960|M|027141645|94617
0034364681|10/06/2023|Kaitlin B Latch|10/11/1973|F|278959762|19149
0034364685|10/05/2023|Amir S Rosano|10/11/1970|M|124264621|45040
0034364690|10/06/2023|Barrett P Pogorzelski|10/11/1957|M|233703431|46031
0034364693|10/05/2023|Janae D Murata|10/11/1981|F|208423042|46033
0034364695|10/04/2023|Steven G Milbrandt|10/11/1960|M|403970867|46219
0034364698|10/04/2023|Athena Y Ruple|10/11/1973|F|303750062|97229
0034364703|10/03/2023|Henry U Rocks|10/11/1970|M|540823596|46974
0034364706|10/04/2023|Angel S Salvia|10/11/1988|M|515084928|46410
0034364711|10/03/2023|Bennett T Trieu|10/11/1992|M|216045956|48380
0034364712|10/06/2023|Imani S Tirone|10/11/1971|F|412824311|60527
0034364713|10/04/2023|Kacey S Dippolito|10/11/1950|F|255950140|33064
0034364715|10/10/2023|Lea H Keagle|10/11/1995|F|580223122|
0034364718|10/10/2023|Teddy V Maciag|10/11/1960|M|253864790|48640
0034364722|10/06/2023|Wilfredo L Schoenbeck|10/11/1979|M|377350130|60613
0034364727|10/06/2023|Colten D Belen|10/11/1967|M|368390528|60044
0034364728|10/04/2023|Dorian C Abarca|10/11/1962|M|346750316|60510
0034364729|10/03/2023|Otis S Huval|10/11/1960|M|408510562|61701
0034364731|10/04/2023|Louis E Selover|10/11/1993|M|092544544|30034
0034364732|10/05/2023|Daquan V Sillman|10/11/1973|M|566542213|33061
0034364737|10/10/2023|Joanna M Bendall|10/11/1974|F|568550777|60093
0034364740|10/06/2023|Devyn S Desena|10/11/1952|F|404584069|60526
0034364743|10/03/2023|Marquise T Rivett|10/11/1981|M|261121814|48303
0034364747|10/06/2023|Harry H Swander|10/11/1975|M|421785521|48084
0034364749|10/05/2023|Stephanie C Kushnir|10/11/1973|F|572804720|48301
0034364751|10/10/2023|Alfonso G Fazzio|10/11/1974|M|212920838|49301
0034364753|10/03/2023|Ivan P Ambers|10/11/1975|M|260185957|23457
0034364757|10/03/2023|Abby B Antonson|10/11/1997|F|366270439|06119
0034364758|10/04/2023|Roy K Riek|10/11/1976|M|244948840|48351
0034364761|10/03/2023|Pierre L Teele|10/11/1951|M|072803884|44139
0034364766|10/05/2023|Britany B Ciaramitaro|10/11/1973|F|019941088|48067
0034364769|10/05/2023|Alicia B Ponzo|10/11/1962|F|448804591|44141
0034364771|10/06/2023|Travon B Blaydes|10/11/1968|M|411695630|54727
0034364772|10/06/2023|Alexia V Winick|10/11/1967|F|241241499|
0034364775|10/04/2023|Quincy C Laroe|10/11/1964|M|039342117|89148
0034364780|10/04/2023|Keaton S Dobkin|10/11/1969|M|216203600|53119
0034364784|10/04/2023|Rebecca W Bitters|10/11/1969|F|391010651|32715
0034364787|10/03/2023|Omari B Kirsten|10/11/1964|M|212183500|53822
0034364792|10/05/2023|Kathryn T Wangen|10/11/1976|F|167742352|53003
0034364793|10/06/2023|Ali Z Telesco|10/11/1977|M|556442338|44871
0034364794|10/06/2023|Freddy R Bonanni|10/11/1986|M|448866985|32715
0034364796|10/04/2023|Cameron H Toppin|10/11/1975|M|116244541|37086
0034364799|10/03/2023|Katelyn M Skorupa|10/11/1984|F|329945885|38118
0034364802|10/04/2023|Jenna A Fraizer|10/11/1994|F|326588466|38124
0034364804|10/06/2023|Shelly G Upp|10/11/1982|F|274406358|38119
0034364808|10/10/2023|Albert K Mogg|10/11/1963|M|277001230|88118
0034364809|10/05/2023|Edgar F Jupin|10/11/1969|M|031447864|37070
0034364810|10/10/2023|Mollie T Zazueta|10/11/1989|F|327224643|37069
0034364815|10/04/2023|Roderick G Urrea|10/11/1985|M|498105135|38017
0034364816|10/03/2023|Collin C Gibeau|10/11/2003|M|564142933|38115
0034364817|10/06/2023|Everett C Mendolia|10/11/1977|M|159043001|
0034364820|10/05/2023|Dexter B Chinen|10/11/1978|M|017810764|39073
0034364823|10/05/2023|Keanu B Caffery|10/11/1963|M|401645908|80523
0034364824|10/04/2023|Hernan M Welp|10/11/1962|M|568923709|44870
0034364825|10/04/2023|Chantel F Baribeau|10/11/1961|F|238061017|70129
0034364829|10/04/2023|Korey B Danker|10/11/1971|M|469929109|78745
0034364833|10/05/2023|Kellen H Solivan|10/11/1969|M|242743106|78702
0034364837|10/06/2023|Max S Baller|10/11/1956|M|212670689|78751
0034364841|10/03/2023|Daquan C Brungard|10/11/1975|M|390450002|96816
0034364845|10/05/2023|Irving W Dobosz|10/11/1978|M|447485592|78733
0034364849|10/03/2023|Eddy S Saxer|10/11/1965|M|298402481|07041
0034364851|10/06/2023|Abraham G Cimmino|10/11/1978|M|472585819|77071
0034364856|10/03/2023|Makenzie D Ludemann|10/11/1976|F|115882379|78703
0034364859|10/04/2023|Ariel B Weisenborn|10/11/1971|M|350722182|30190
0034364861|10/04/2023|Malachi P Blando|10/11/1969|M|062721513|58105
0034364866|10/04/2023|Manuel Z Fares|10/11/1959|M|517425482|55347
0034364870|10/10/2023|Tierra T Adamec|10/11/2001|F|021230754|55347
0034364875|10/10/2023|Blaine M Belnap|10/11/1973|M|577869826|21152
0034364879|10/04/2023|Alonso D Lindvall|10/11/1987|M|491022887|21401
0034364881|10/06/2023|Harry T Dunsmoor|10/11/1966|M|411028084|52214
0034364882|10/03/2023|Quinten V Coone|10/11/1967|M|037303562|80232
0034364886|10/06/2023|Bill Y Brancaccio|10/11/1971|M|018424425|63132
0034364889|10/05/2023|Autumn R Grawe|10/11/1973|F|104927061|63135
0034364890|10/10/2023|Whitley R Balthaser|10/11/1964|F|224323927|63147
0034364894|10/10/2023|Josue G Suminski|10/11/1967|M|589443423|20745
0034364899|10/05/2023|Lukas B Colfer|10/11/2002|M|497864710|63051
0034364900|10/03/2023|Kaitlin B Wehmeier|10/11/1964|F|059602483|66060
0034364901|10/04/2023|Madison Y Siravo|10/11/1964|F|315581805|66205
0034364904|10/04/2023|Jessica D Yedinak|10/11/1969|F|138563061|
0034364906|10/04/2023|Amanda R Angert|10/11/1979|F|216608327|68129
0034364910|10/05/2023|Rebecca W Adachi|10/11/1978|F|074381754|67066
0034364914|10/03/2023|Mckenna B Borowiec|10/11/1975|F|490683157|89136
0034364918|10/03/2023|Jackson A Turko|10/11/1973|M|312802374|08535
0034364921|10/05/2023|Rodolfo W Parler|10/11/1972|M|046170224|80639
0034364925|10/10/2023|Jacquelyn R Landreneau|10/11/1976|F|230525445|80240
0034364928|10/03/2023|Debbie C Demory|10/11/1959|F|241244923|
0034364929|10/03/2023|Angie C Conran|10/11/1976|F|453141770|75082
0034364931|10/10/2023|Chanel P Gornik|10/11/1961|F|339483996|89118
0034364932|10/05/2023|Jesus K Hanmer|10/11/1983|M|262307561|89118
0034364933|10/06/2023|Gonzalo K Klomp|10/11/1969|M|525502716|31412
0034364937|10/06/2023|Alton L Gascoigne|10/11/1949|M|507043067|22101
0034364939|10/05/2023|Tony I Kriete|10/11/1983|M|516824107|98006
0034364941|10/04/2023|Don N Grosh|10/11/1960|M|466002886|98683
0034364944|10/06/2023|Jude B Olan|10/11/1991|M|164881034|
0034364949|10/10/2023|Kenton F Leising|10/11/1973|M|582342085|22904
0034364953|10/10/2023|Thalia A Dutson|10/11/1958|F|326421078|91603
0034364956|10/06/2023|Clay M Jane|10/11/1956|M|437603793|75603
0034364957|10/03/2023|Drew C Tibbett|10/11/1983|M|178842680|
0034364962|10/10/2023|Myra Y Dorsa|10/11/1961|F|283415760|94026
0034364965|10/04/2023|Bailey D Rudden|10/11/1967|M|312281583|91605
0034364967|10/10/2023|Jose M Ciaravino|10/11/1971|M|429721933|92309
0034364972|10/10/2023|Baby M Rafalski|10/11/1972|M|056822783|00732
0034364973|10/04/2023|Dillon B Strassburger|10/11/1980|M|481662738|75082
0034364978|10/05/2023|Damion B Rautenberg|10/11/1996|M|470581020|90506
0034364981|10/05/2023|Felipe M Prows|10/11/1968|M|426461780|94026
0034364984|10/10/2023|Damaris G Debuhr|10/11/1969|F|278621380|66209
0034364986|10/04/2023|Lauryn V Shamel|10/11/1976|F|463563805|
0034364990|10/10/2023|Anita S Lilla|10/11/1979|F|042370321|93032
0034364993|10/04/2023|Kenton S Weeber|10/11/1982|M|230521388|91343
0034364998|10/06/2023|Karl M Magarian|10/11/1989|M|067661733|92617
0034365001|10/04/2023|Trinity S Heefner|10/11/1972|F|584066742|33140
0034365004|10/05/2023|Tristian S Finegold|10/11/1958|M|142743392|93703
0034365009|10/10/2023|Brennen B Soifer|10/11/1997|M|098523515|92660
0034365011|10/10/2023|Cullen Y Seno|10/11/1971|M|469541644|91708
0034365014|10/03/2023|Laurie S Gardipee|10/11/1973|F|013601240|91344
0034365017|10/06/2023|Latoya K Reczek|10/11/1966|F|235042596|94546
0034365019|10/05/2023|Quinn K Berend|10/11/1982|M|513424723|94517
0034365021|10/05/2023|Nestor B Bookbinder|10/11/1966|M|442581972|92649
0034365026|10/05/2023|Anne P Strebeck|10/11/1979|F|462225821|
0034365028|10/05/2023|Andres H Liuzzi|10/11/1965|M|277582365|75217
0034365033|10/04/2023|Efrain S Nikolaus|10/11/1997|M|068304343|91005
0034365034|10/05/2023|Maribel J Goodlet|10/11/1971|F|116424890|94010
0034365036|10/05/2023|Celia Z Crouser|10/11/1972|F|085803639|
0034365037|10/05/2023|Monica R Leinberger|10/11/1976|F|113582771|96744
0034365042|10/05/2023|Frances B Sturniolo|10/11/1972|F|218804763|96790
0034365046|10/05/2023|Mason W Iaquinta|10/11/1955|M|114170776|93065
